13.60,1.50,2.00,soft,takeoff
13.60,4.50,2.00,soft,-
#1.60,4.50,3.00,hard,-
#13.60,4.50,2.00,soft,-
#13.60,8.50,2.00,soft,-
#1.60,4.50,2.00,hard,-
#13.60,8.50,2.00,soft,-
#13.60,1.50,2.00,soft,land
